name,Standardized_Name,Brand,Category,Sub_Category,Micro_Category,Size_Weight,mrp
Amul Taaza Toned Milk 1 Lt Carton,Amul Taaza Toned Milk 1 Lt Carton,Amul,"Dairy, Bread & Eggs",Milk & Cream,Toned Milk,pc,72
Anarasa 5Pc,Anarasa,Unknown,Sweet Tooth,Indian Mithai,Traditional Sweets,5pcs,80
Anarasa Pure Ghee 4Pc,Anarasa Pure Ghee,Unknown,Sweet Tooth,Indian Mithai,Traditional Sweets,4pcs,100
Anarse,Anarse,Unknown,Sweet Tooth,Indian Mithai,Traditional Sweets,pc,80
Anarse,Anarse,Unknown,Sweet Tooth,Indian Mithai,Traditional Sweets,pc,100
Anjeer 250G,Anjeer,Unknown,Masala & Dry Fruits,Dry Fruits,Dry Fruits,250G,500
Vim Lq 2 Lit,Vim Lq,Vim,Cleaning Essentials,Dishwash,Dish Wash Liquid,2L,410
Anuved Shahi Khus 125G,Anuved Shahi Khus,Anuved,Masala & Dry Fruits,Masalas & Spices,Whole & Ground Spices,125g,85
Arial Liq. Pouch,Arial Liq. Pouch,Unknown,Masala & Dry Fruits,Masalas & Spices,Whole & Ground Spices,pc,390
Ariel Complete + 1.5Kg,Ariel Complete +,Ariel,Cleaning Essentials,Laundry,Detergent Powder,1.5kg,370
Ariel Complete 1.5Kg,Ariel Complete +,Ariel,Cleaning Essentials,Laundry,Detergent Powder,1.5kg,360
Ariel Matic Top Load 4+2,Ariel Matic Top Load 4+2,Ariel,Cleaning Essentials,Laundry,Detergent Powder,pc,1325
Ariel Tl Matic Liquid 2L,Ariel Tl Matic Liquid,Ariel,Cleaning Essentials,Laundry,Detergent Powder,2L,410
Ariel Top Load Liq.,Ariel Top Load Liq.,Ariel,Cleaning Essentials,Laundry,Detergent Powder,pc,220
Ariel Powder 500G,Ariel Powder,Ariel,Cleaning Essentials,Laundry,Detergent Powder,500g,168
B W Coconut Oil 250Gm,B W Coconut Oil,Unknown,Masala & Dry Fruits,Cooking Oils,Cooking Oils,250g,120
Bajaka Phoa 500Gm,Bajaka Phoa,Unknown,"Atta, Rice & Dal",Rice & Rice Products,Poha,500g,60
Bake Lite 200 Gm Plpch Brown Toasted Bread,Bake Lite Plpch Brown Toasted Bread,Unknown,"Dairy, Bread & Eggs",Bread,Sliced Bread & Loaf,200g,60
Badam 100G,Badam250G,Unknown,Masala & Dry Fruits,Dry Fruits & Nuts,Dry Fruits & Nuts,250g,110
Bb Soap 600G,Bb Soap,Unknown,Personal Care,Bath & Body,Soaps & Bars,600g,90
Britannia 200 Gm Cdbox Nutri Choice 5 Grain Hi Fibre,Britannia Cdbox Nutri Choice 5 Grain Hi Fibre,Britannia,Snacks & Munchies,Biscuits & Cookies,Digestive Biscuits,200g,75
Bru Instant 50G,Bru Instant,Bru,"Tea, Coffee & Health Drinks",Coffee,Instant Coffee,50g,175
Bru Coffee 1.8G,Bru Coffee,Bru,"Tea, Coffee & Health Drinks",Coffee,Instant Coffee,pc,2
Badam 100G,Badam250G,Unknown,Masala & Dry Fruits,Dry Fruits & Nuts,Dry Fruits & Nuts,250g,110
Badam 250 Gm,Badam250G,Unknown,Masala & Dry Fruits,Dry Fruits & Nuts,Dry Fruits & Nuts,250g,300
Badam 50G,Badam250G,Unknown,Masala & Dry Fruits,Dry Fruits & Nuts,Dry Fruits & Nuts,250g,55
Badam250G,Badam250G,Unknown,Masala & Dry Fruits,Dry Fruits & Nuts,Dry Fruits & Nuts,250g,250
Badisoap 100G,Badisoap,Unknown,Personal Care,Bath & Body,Soaps & Bars,100g,68
Badam 250Gm,Badam250G,Unknown,Masala & Dry Fruits,Dry Fruits & Nuts,Dry Fruits & Nuts,250g,250
Badam 100G,Badam250G,Unknown,Masala & Dry Fruits,Dry Fruits & Nuts,Dry Fruits & Nuts,250g,120
Badisaop Goli,Badisaop Goli,Unknown,Masala & Dry Fruits,Masalas & Spices,Whole & Ground Spices,pc,35
Anjeer 100G,Anjeer,Unknown,Masala & Dry Fruits,Dry Fruits,Dry Fruits,250G,240
Anjeer 250Gm,Anjeer,Unknown,Masala & Dry Fruits,Dry Fruits,Dry Fruits,250G,600
Badisoap 50G,Badisoap,Unknown,Personal Care,Bath & Body,Soaps & Bars,100g,34
Badshah Pav Bhaji Masala 50G,Badshah Pav Bhaji Masala,Badshah,Masala & Dry Fruits,Blended Spices,Pav Bhaji Masala,50g,35
Badshah Rajwadi Garam Masala Powder 50G,Badshah Rajwadi Garam Masala Powder,Badshah,Masala & Dry Fruits,Masalas & Spices,Blended Masalas,50g,51
Badshah Tea Masala 50G,Badshah Tea Masala,Badshah,"Tea, Coffee & Health Drinks",Tea,Loose & Packet Tea,50g,57
Bajaj Almond Drops 190Ml,Bajaj Almond Drops,Bajaj,Personal Care,Hair Care,Hair Oils,190ml,138
Bajaj Almond Drops 285Ml,Bajaj Almond Drops,Bajaj,Personal Care,Hair Care,Hair Oils,190ml,195
Bajaj Almond Drops 475Ml,Bajaj Almond Drops,Bajaj,Personal Care,Hair Care,Hair Oils,190ml,305
Bajaj Almond Drops 95Ml,Bajaj Almond Drops,Bajaj,Personal Care,Hair Care,Hair Oils,190ml,70
Bajaj Almond Drops 45Ml,Bajaj Almond Drops,Bajaj,Personal Care,Hair Care,Hair Oils,190ml,37
Bajaka Phoa,Bajaka Phoa,Unknown,"Atta, Rice & Dal",Rice & Rice Products,Poha,500g,30
Bajari,Bajari,Unknown,"Atta, Rice & Dal",Millets & Grains,Millets,pc,12
Dehaat Panchratan Dal 500G,Dehaat Panchratan Dal,Dehaat,"Atta, Rice & Dal",Dals & Pulses,Dals & Legumes,500g,155
Bajari,Bajari,Unknown,"Atta, Rice & Dal",Millets & Grains,Millets,pc,96
Bajari,Bajari,Unknown,"Atta, Rice & Dal",Millets & Grains,Millets,pc,144
Bajari Kurmura 200G,Bajari Kurmura,Unknown,Snacks & Munchies,Namkeen & Farsan,Puffed Rice & Kurmura,200g,50
Bake Lite 200 Gm Plpch Milk Toasted Bread,Bake Lite Plpch Milk Toasted Bread,Bake Lite,"Dairy, Bread & Eggs",Bread & Toast,Bread,200g,52
Balshepa,Balshepa,Unknown,Masala & Dry Fruits,Seeds & Herbs,Seeds & Dry Herbs,pc,12
Balshepa,Balshepa,Unknown,Masala & Dry Fruits,Seeds & Herbs,Seeds & Dry Herbs,pc,240
Balshepa 100G,Balshepa,Unknown,Masala & Dry Fruits,Seeds & Herbs,Seeds & Dry Herbs,pc,48
Balshepa 50G,Balshepa,Unknown,Masala & Dry Fruits,Seeds & Herbs,Seeds & Dry Herbs,pc,24
Bambino Roasted Vermicelli 200G,Bambino Roasted Vermicelli,Bambino,Instant & Frozen Food,Pasta & Noodles,Roasted Vermicelli,500g,28
Bambino Roasted Vermicelli 500G,Bambino Roasted Vermicelli,Bambino,Instant & Frozen Food,Pasta & Noodles,Roasted Vermicelli,500g,65
Bambino Vermicelli 200G,Bambino Vermicelli,Bambino,Instant & Frozen Food,Noodles & Pasta,Vermicelli,500g,20
Bambino Vermicelli 500G,Bambino Vermicelli,Bambino,Instant & Frozen Food,Noodles & Pasta,Vermicelli,500g,50
Banana Cheese Wafer 100G,Banana Cheese Wafer,Unknown,Snacks & Munchies,Chips & Crisps,Chips & Crisps,100g,50
Banana Cheese Wafer 200G,Banana Cheese Wafer,Unknown,Snacks & Munchies,Chips & Crisps,Chips & Crisps,100g,100
Barbeque Mayo,Barbeque Mayo,Unknown,Masala & Dry Fruits,"Pickles, Sauces & Spreads",Pickles & Sauces,pc,119
Barik Chawali 250G,Barik Chawali,Unknown,Snacks & Munchies,Namkeen & Farsan,Namkeen & Mixtures,250g,65
Barik Chawali 500G,Barik Chawali,Unknown,Snacks & Munchies,Namkeen & Farsan,Namkeen & Mixtures,250g,130
Balshepa 250G,Balshepa,Unknown,Masala & Dry Fruits,Seeds & Herbs,Seeds & Dry Herbs,pc,120
Barik Rawa 1Kg,Barik Rawa,Unknown,"Atta, Rice & Dal",Flours,Sooji & Rava,1kg,76
Barik Mataki 500G,Barik Mataki,Unknown,"Atta, Rice & Dal",Dals & Pulses,Dals & Legumes,250g,130
Bajari 1Kg,Bajari,Unknown,"Atta, Rice & Dal",Millets & Grains,Millets,pc,48
Bajari 500G,Bajari,Unknown,"Atta, Rice & Dal",Millets & Grains,Millets,pc,24
Barik Rawa 250Kg,Barik Rawa,Unknown,"Atta, Rice & Dal",Flours,Sooji & Rava,1kg,20
Barik Rawa 500Kg,Barik Rawa,Unknown,"Atta, Rice & Dal",Flours,Sooji & Rava,1kg,38
Barik Sabudana,Barik Sabudana,Unknown,"Atta, Rice & Dal",Rice & Rice Products,Sabudana,pc,60
Barik Sabudana 250Gm,Barik Sabudana,Unknown,"Atta, Rice & Dal",Rice & Rice Products,Sabudana,pc,30
Barik Tikhat Shev 250Gm,Barik Tikhat Shev,Unknown,Snacks & Munchies,Namkeen & Farsan,Sev & Shev,250g,75
Barnyard Millet (Sava) 500G,Barnyard Millet (Sava),Unknown,"Atta, Rice & Dal",Millets & Grains,Millets,500g,160
Basmati Rice,Basmati Rice,Unknown,"Atta, Rice & Dal",Rice,Basmati Rice,pc,150
Basmati Rice Chivda,Basmati Rice Chivda,Unknown,Snacks & Munchies,Namkeen & Farsan,Namkeen & Mixtures,pc,65
Cafune'S Jamun Shots,Cafune'S Jamun Shots,Cafune's,Cold Drinks & Juices,Juices & Drinks,Juice Concentrates & Sharbat,pc,250
Bhagar 500G,Bhagar,Unknown,"Atta, Rice & Dal",Atta,Wheat Atta,250G,100
Bedagi Mirchi,Bedagi Mirchi,Unknown,Masala & Dry Fruits,Masalas & Spices,Blended Masalas,pc,240
Bedagi Mirchi,Bedagi Mirchi,Unknown,Masala & Dry Fruits,Masalas & Spices,Blended Masalas,pc,480
Bedekar Goda Masala 100G,Bedekar Goda Masala,Bedekar,Masala & Dry Fruits,Masala & Spices,Masala & Spice Blends,100G,65
Jada Poha 500Kg,Jada Poha,Unknown,"Atta, Rice & Dal",Rice & Poha,Poha,500G,38
Besan 1Kg,Besan,Unknown,"Atta, Rice & Dal",Atta & Flours,Specialty Flours,1kg,150
Besan 250Gm,Besan,Unknown,"Atta, Rice & Dal",Atta & Flours,Specialty Flours,1kg,38
Besan 500Gm,Fortun Besan 500,Unknown,"Atta, Rice & Dal",Flours,Besan,pc,75
Besan Laddu Atta 1Kg,Besan Laddu Atta,Unknown,Sweet Tooth,Indian Mithai,Laddoos,1kg,150
Besan Laddu Atta 250G,Besan Laddu Atta,Unknown,Sweet Tooth,Indian Mithai,Laddoos,1kg,38
Besan Ladoo 250Gm,Besan Ladoo,Unknown,Sweet Tooth,Indian Mithai,Ladoo,500g,160
Besan Laddu Atta 500Gm,Besan Laddu Atta,Unknown,Sweet Tooth,Indian Mithai,Laddoos,1kg,75
Poha Papad 200G,Poha Papad,Unknown,Snacks & Munchies,Namkeen & Bhujia,Papad,200G,70
Bhajaka Kurmura 200G,Bhajaka Kurmura,Unknown,Snacks & Munchies,Namkeen & Farsan,Puffed Rice & Kurmura,200g,42
Bhajake Pohe,Bhajake Pohe,Unknown,"Atta, Rice & Dal",Rice & Rice Products,Poha,pc,120
Bhajake Pohe 250Gm,Bhajake Pohe,Unknown,"Atta, Rice & Dal",Rice & Rice Products,Poha,pc,30
Bhajake Pohe 500Gm,Bhajake Pohe,Unknown,"Atta, Rice & Dal",Rice & Rice Products,Poha,pc,60
Basmati Tukda 77,Basmati Tukda 77,Unknown,"Atta, Rice & Dal",Rice & Rice Products,Basmati Rice,pc,77
Bhatta Kani 250G,Bhatta Kani,Unknown,"Atta, Rice & Dal",Atta & Flours,Wheat Flour / Atta,250g,80
Bhatta. Kani Shev,Bhatta. Kani Shev,Unknown,Snacks & Munchies,Namkeen & Farsan,Sev & Shev,pc,70
Bhadas Jada Poha 250G,Bhadas Jada Poha,Unknown,Snacks & Munchies,Namkeen & Farsan,Namkeen & Mixtures,250g,17
Bedagi Mirchi,Bedagi Mirchi,Unknown,Masala & Dry Fruits,Masalas & Spices,Blended Masalas,pc,40
Bhakarwadi 250G,Bhakarwadi,Unknown,Snacks & Munchies,Namkeen & Farsan,Chakali & Murukku,250g,80
Jada Poha 1Kg,Jada Poha,Unknown,"Atta, Rice & Dal",Rice & Poha,Poha,500G,72
Bedagi Mirchi,Bedagi Mirchi,Unknown,Masala & Dry Fruits,Masalas & Spices,Blended Masalas,pc,100
Bedekar Ready Pickles Mix 100Gms.,Bedekar Ready Pickles Mix.,Bedekar,Masala & Dry Fruits,Pickles & Chutneys,Pickle,100g,75
Bhavnagari 250Gm,Bhavnagari,Unknown,Snacks & Munchies,Namkeen & Farsan,Chakali & Murukku,250g,75
Bingo Tamato,Bingo Tamato,Unknown,Snacks & Munchies,Namkeen & Farsan,Namkeen & Mixtures,pc,60
Bisk Farm Googly Salted Biscuits 95 Gms,Bisk Farm Googly Salted Biscuits,Bisk Farm,Snacks & Munchies,Biscuits & Cookies,Biscuits,95g,10
Bisk Farm Sugar Free Marie 300G,Bisk Farm Sugar Free Marie,Sugar Free,Snacks & Munchies,Biscuits & Cookies,Marie Biscuits,300g,50
Irani Pista 250G,Irani Pista,Unknown,Masala & Dry Fruits,Dry Fruits & Nuts,Dry Fruits & Nuts,250g,400
Nachani Papad 200G,Nachani Papad,Unknown,Snacks & Munchies,Namkeen & Farsan,Papads & Wafers,200g,70
Black Manuka,Black Manuka,Unknown,Masala & Dry Fruits,Dry Fruits,Dry Fruits,pc,400
Black Manuka,Black Manuka,Unknown,Masala & Dry Fruits,Dry Fruits,Dry Fruits,pc,800
Black Manuka 100G,Black Manuka 150 Gram,Unknown,Masala & Dry Fruits,Dry Fruits,Dry Fruits,pc,90
Black Manuka 250G,Black Manuka 150 Gram,Unknown,Masala & Dry Fruits,Dry Fruits,Dry Fruits,pc,220
Wal 500 Gm,Halim500G,Unknown,Masala & Dry Fruits,Seeds & Herbs,Seeds & Dry Herbs,500g,100
Black Til P,Black Til P,Unknown,Masala & Dry Fruits,Seeds & Herbs,Seeds & Dry Herbs,pc,360
Black Till Chikki 250G,Black Till Chikki,Unknown,Sweet Tooth,Indian Mithai,Chikki & Gajak,250g,150
Black Urad Dal 250Gm,Black Urad Dal,Unknown,"Atta, Rice & Dal",Dals & Pulses,Dals & Legumes,250g,38
Black Urad Whole 250Gm,Black Urad Whole,Unknown,"Atta, Rice & Dal",Dals & Pulses,Dals & Legumes,250g,40
Black Vatana 250Gm,Black Vatana,Unknown,"Atta, Rice & Dal",Dals & Pulses,Dals & Legumes,250g,40
Black Vatana 500 Gm,Black Vatana,Unknown,"Atta, Rice & Dal",Dals & Pulses,Dals & Legumes,250g,80
Blue Bird Corn Flour 100Gm,Blue Bird Corn Flour,Blue Bird,"Atta, Rice & Dal",Atta & Flour,Corn Flour,100g,30
Blue Bird Custard Powder (Vanilla) 100Gm,Blue Bird Custard Powder (Vanilla),Blue Bird,Sweet Tooth,Baking & Dessert,Custard & Dessert Mix,100g,45
Blueberry 100G,Blueberry,Unknown,Masala & Dry Fruits,Dry Fruits & Nuts,Dry Fruits & Nuts,100g,220
Boondi Laddu 250G,Boondi Laddu,Unknown,Sweet Tooth,Indian Mithai,Laddoos,50g,70
Bournvita Biscuits 46.5G,Bournvita Biscuits,Cadbury,Snacks & Munchies,Biscuits & Cookies,Biscuits & Cookies,46.5g,55
Britania 50-50 Sweet & Salty,Britania 50-50 Sweet & Salty,Parle,Masala & Dry Fruits,Masalas & Spices,Whole & Ground Spices,pc,35
Britania Bornbon 150G,Britania Bornbon,Britannia,Snacks & Munchies,Biscuits & Cookies,Biscuits,150G,40
Britania Milk Bikis,Britania Milk Bikis,Britannia,Masala & Dry Fruits,Masalas & Spices,Whole & Ground Spices,pc,25
Britania Vita Marie Gold 248G,Britania Vita Marie Gold,Britannia,Snacks & Munchies,Biscuits & Cookies,Marie Biscuits,248g,45
Britannia 1 Kg [5*200] Plpch Nutri Choice Digestive Hi Fibre+41R Off,Britannia [5*200] Nutri Choice Digestive Hi Fibre+41R Off,Britannia,Snacks & Munchies,Biscuits & Cookies,Biscuits & Cookies,1kg,199
Bhel Kurmure,Bhel Kurmure,Unknown,Snacks & Munchies,Namkeen & Farsan,Mixture & Bhel,pc,40
Bourbon 50G,Bourbon,Britannia,Snacks & Munchies,Biscuits & Cookies,Biscuits,50G,10
Black Til 250G,Black Til P,Unknown,Masala & Dry Fruits,Seeds & Herbs,Seeds & Dry Herbs,pc,120
Boil Rice (Jada) Kg,Boil Rice (Jada) Kg,Unknown,"Atta, Rice & Dal",Rice & Rice Products,Basmati Rice,pc,58
Boil Rice (Barik) 1Kg,Boil Rice (Barik),Unknown,"Atta, Rice & Dal",Rice & Rice Products,Basmati Rice,1kg,60
Black Til 100G,Black Til P,Unknown,Masala & Dry Fruits,Seeds & Herbs,Seeds & Dry Herbs,pc,48
Black Til 50G,Black Til P,Unknown,Masala & Dry Fruits,Seeds & Herbs,Seeds & Dry Herbs,pc,24
Brooke Bond Taaza 250G,Brooke Bond Taaza,Brooke Bond,"Tea, Coffee & Health Drinks",Tea,Loose & Packet Tea,250g,50
Brooke Bond Taj Mahal Tea 500 Gm,Brooke Bond Taj Mahal Tea,Brooke Bond,"Tea, Coffee & Health Drinks",Tea,Loose & Packet Tea,500g,255
Browntop Millet (Sama) 500G,Browntop Millet (Sama),Unknown,Instant & Frozen Food,Millets & Grains,Ready-to-Cook Millets,500g,200
Bru Gold 100G,Bru Gold,Bru,"Tea, Coffee & Health Drinks",Coffee,Instant Coffee,100g,300
Bru Gold 25G,Bru Gold,Bru,"Tea, Coffee & Health Drinks",Coffee,Instant Coffee,100g,87
Bru Gold 50G,Bru Gold,Bru,"Tea, Coffee & Health Drinks",Coffee,Instant Coffee,100g,160
Bru Green Label 200G,Bru Green Label,Bru,"Tea, Coffee & Health Drinks",Coffee,Instant Coffee,200g,70
Bru Green Label 500G,Bru Green Label,Bru,"Tea, Coffee & Health Drinks",Coffee,Instant Coffee,200g,185
Bru Instant 8G,Bru Instant,Bru,"Tea, Coffee & Health Drinks",Coffee,Instant Coffee,50g,10
Bru Instant Coffee 100G,Bru Instant Coffee,Bru,"Tea, Coffee & Health Drinks",Coffee,Instant Coffee,100g,190
Bru Instant Coffee 50G,Bru Instant Coffee,Bru,"Tea, Coffee & Health Drinks",Coffee,Instant Coffee,100g,90
Bru Instant 200G,Bru Instant,Bru,"Tea, Coffee & Health Drinks",Coffee,Instant Coffee,50g,400
Butter Cookies,Butter Cookies,Unknown,Snacks & Munchies,Biscuits & Cookies,Biscuits & Cookies,pc,140
Cdm Chocolate 50G,Cdm Chocolate,Cadbury (CDM),Sweet Tooth,Chocolates,Chocolate,24g,40
Cdm Chocolate Crackle 36G,Cdm Chocolate Crackle,Cadbury,Sweet Tooth,Chocolates & Bars,Chocolate Bars,36g,45
Cdm Chocolate Fruit & Nut 80G,Cdm Chocolate Fruit & Nut,Cadbury (CDM),Sweet Tooth,Chocolates,Chocolate,36g,90
Cdm Crispello 35G,Cdm Crispello,Cadbury,Sweet Tooth,Chocolates & Bars,Chocolate Bars,35g,30
Cdm Silk Bubbly 120G,Cdm Silk Bubbly,Cadbury,Sweet Tooth,Chocolates & Bars,Chocolate Bars,120g,175
Cdm Silk Bubbly 50G,Cdm Silk Bubbly,Cadbury,Sweet Tooth,Chocolates & Bars,Chocolate Bars,120g,80
Cdm Silk Chocolate 150G,Cdm Silk Chocolate,Cadbury,Sweet Tooth,Chocolates & Bars,Chocolate Bars,150g,170
Cdm Silk Chocolate 60G,Cdm Silk Chocolate,Cadbury,Sweet Tooth,Chocolates & Bars,Chocolate Bars,150g,75
Cdm Silk Fruit & Nut 55G,Cdm Silk Fruit & Nut,Cadbury (CDM),Sweet Tooth,Chocolates,Silk Chocolate,137g,80
Cdm Silk Roast Almond 143G,Cdm Silk Roast Almond,Cadbury (CDM),Sweet Tooth,Chocolates,Silk Chocolate,143g,185
Cdm Silk Heart Blush 250G,Cdm Silk Heart Blush,Cadbury,Sweet Tooth,Chocolates & Bars,Chocolate Bars,250g,325
Cadbury 5Star Oreo 42G,Cadbury 5Star Oreo,Cadbury,Sweet Tooth,Chocolates & Bars,Chocolate Bars,42g,35
Cadbury Bournville 50% Dark,Cadbury Bournville 50% Dark,Cadbury,Sweet Tooth,Chocolates & Bars,Chocolate Bars,pc,45
Cadbury Bournville Cranberry 80G,Cadbury Bournville Cranberry,Cadbury,Sweet Tooth,Chocolates & Bars,Chocolate Bars,80g,100
Cadbury Dairymilk 13.2G,Cadbury Dairymilk,Cadbury,Sweet Tooth,Chocolates,Milk Chocolate,126g,10
Cadbury Nutties 30G,Cadbury Nutties,Cadbury,Sweet Tooth,Chocolates,Coated Nuts,30g,40
Cake Toast 250Gm,Cake Toast,Unknown,"Dairy, Bread & Eggs",Breads & Loaves,Breads,250g,150
Calcium Ladoo 250Gm,Calcium Ladoo,Unknown,Sweet Tooth,Indian Mithai,Laddoos,250g,200
Calcutta Pan 100G,Calcutta Pan,Unknown,Snacks & Munchies,Paan & Mukhwas,Sweet Paan,100g,60
Calcutta Pan 200Gm,Calcutta Pan,Unknown,Snacks & Munchies,Paan & Mukhwas,Sweet Paan,100g,200
Pasand Chhundo 300Gm,Pasand Chhundo,Unknown,Snacks & Munchies,Pickles & Chutneys,Chutneys,300g,160
Captain Cook 1Kg,Captain Cook,Unknown,"Atta, Rice & Dal","Sugar, Salt & Jaggery",Sugar & Salt,1kg,23
Carbolic Soap,Carbolic Soap,Unknown,Personal Care,Bath & Body,Bar Soap,pc,25
Chakali Bhajani 500Gm,Chakali Bhajani,Unknown,"Atta, Rice & Dal",Atta & Flour,Chakali Flour Mix,500g,170
Champion Fruit Cream Biscuits 150G,Champion Fruit Cream Biscuits,Unknown,Snacks & Munchies,Biscuits & Cookies,Biscuits,150G,40
Champion Gold 60 Gm Plpch Wafer Roll Chocolaty Filling,Champion Gold Plpch Wafer Roll Chocolaty Filling,Unknown,Snacks & Munchies,Chips & Crisps,Chips & Wafers,60g,30
Kalami Date 250G,Kalami Date,Unknown,Masala & Dry Fruits,Dry Fruits & Nuts,Dry Fruits & Nuts,250g,180
Chana Dal 250G,Chana Dal,Unknown,"Atta, Rice & Dal",Dals & Pulses,Chana Dal,pc,27
Chana Dal 500G,Chana Dal,Unknown,"Atta, Rice & Dal",Dals & Pulses,Chana Dal,pc,54
Chandrika Soap 75G,Chandrika Soap,Chandrika,Personal Care,Bath & Body,Soaps & Bars,75g,29
Chandrika Soap 3*125,Chandrika Soap 3*125,Chandrika,Personal Care,Bath & Body,Soaps & Bars,pc,135
Chane 250 G,Chane,Unknown,"Atta, Rice & Dal",Dals & Pulses,Dals & Legumes,250g,30
Chane 500G,Chane,Unknown,"Atta, Rice & Dal",Dals & Pulses,Dals & Legumes,250g,60
Chariful,Chariful,Unknown,Masala & Dry Fruits,Seeds & Herbs,Seeds & Dry Herbs,pc,24
Chariful,Chariful,Unknown,Masala & Dry Fruits,Seeds & Herbs,Seeds & Dry Herbs,pc,48
Chariful,Chariful,Unknown,Masala & Dry Fruits,Seeds & Herbs,Seeds & Dry Herbs,pc,120
Chariful,Chariful,Unknown,Masala & Dry Fruits,Seeds & Herbs,Seeds & Dry Herbs,pc,240
Chawali 250G,Chawali,Unknown,Snacks & Munchies,Namkeen & Farsan,Namkeen & Mixtures,250g,45
Chawali 500G,Chawali,Unknown,Snacks & Munchies,Namkeen & Farsan,Namkeen & Mixtures,250g,90
Cheese Sticks 200G,Cheese Sticks,Unknown,Snacks & Munchies,Chips & Crisps,Chips & Crisps,200g,65
Cheese Chakli 200Gm,Cheese Chakli,Unknown,Snacks & Munchies,Namkeen & Farsan,Chakali & Murukku,200g,80
Cheesy Chipotle Sauce,Cheesy Chipotle Sauce,Unknown,Masala & Dry Fruits,"Pickles, Sauces & Spreads",Pickles & Sauces,pc,99
Chilati Dal 250Gm,Chilati Dal,Unknown,"Atta, Rice & Dal",Dals & Pulses,Dals & Legumes,250g,40
Chilati Dal 500Gm,Chilati Dal,Unknown,"Atta, Rice & Dal",Dals & Pulses,Dals & Legumes,250g,80
Chilati Dal1Kg,Chilati Dal1Kg,Unknown,"Atta, Rice & Dal",Dals & Pulses,Dals & Legumes,1kg,160
Ching'S Dark Soy Sauce,Ching'S Dark Soy Sauce,Ching's,Snacks & Munchies,Dips & Spreads,Soy Sauce,pc,25
Ching'S Dark Soy Sauce,Ching'S Dark Soy Sauce,Ching's,Snacks & Munchies,Dips & Spreads,Soy Sauce,pc,55
Ching'S Dragon Fire Chutney 250G,Ching'S Dragon Fire Chutney,Ching's,Snacks & Munchies,Pickles & Chutneys,Chutneys,250g,90
Ching'S Just Chowmein 140G,Ching'S Just Chowmein,Ching's,Instant & Frozen Food,Noodles & Pasta,Instant Noodles,140g,30
Ching'S Schezwan Chutney 40G,Ching'S Schezwan Chutney,Ching's,Masala & Dry Fruits,Whole Spices,Asafoetida (Hing),40g,10
Ching'S Schezwan Chutney 600G,Ching'S Schezwan Chutney,Ching's,Masala & Dry Fruits,Whole Spices,Asafoetida (Hing),40g,180
Chakali 250G,Chakali,Unknown,Snacks & Munchies,Namkeen & Farsan,Chakali & Murukku,250g,130
Rice Bhel  200G,Rice Bhel,Unknown,Snacks & Munchies,Namkeen & Farsan,Mixture & Bhel,200g,80
Chikki Gud 500G,Chikki Gud,Unknown,Sweet Tooth,Traditional Sweets,Chikki,1kg,45
Chikki Gud 250G,Chikki Gud,Unknown,Sweet Tooth,Traditional Sweets,Chikki,1kg,23
Ching'S Whole Wheat Hakka Noodles 150G,Ching'S Whole Wheat Hakka Noodles,Ching's,Snacks & Munchies,Namkeen & Farsan,Namkeen & Mixtures,150g,32
Chipotle Mayo,Chipotle Mayo,Unknown,Masala & Dry Fruits,"Pickles, Sauces & Spreads",Pickles & Sauces,pc,75
Chitale Buffelo 200Ml,Chitale Buffelo,Chitale,"Dairy, Bread & Eggs",Ghee & Butter,Ghee,200ml,154
Chitale Buffelo Ghee 1L,Chitale Buffelo Ghee,Chitale,"Dairy, Bread & Eggs",Ghee & Cooking Fats,Pure Ghee,1L,660
Chitale Buffelo Ghee 500Ml,Chitale Buffelo Ghee,Chitale,"Dairy, Bread & Eggs",Ghee & Cooking Fats,Pure Ghee,1L,365
Chitale Cow Ghee 1L,Chitale Cow Ghee,Chitale,"Dairy, Bread & Eggs",Ghee & Butter,Cow Ghee,1L,720
Chitale Cow Ghee 200Ml,Chitale Cow Ghee,Chitale,"Dairy, Bread & Eggs",Ghee & Butter,Cow Ghee,1L,142
Chitale Bakarwadi 250G,Chitale Bakarwadi,Chitale,Snacks & Munchies,Namkeen & Farsan,Chakali & Murukku,250g,110
Chitale Instant Gulab Jamun Mix 200 G,Chitale Instant Gulab Jamun Mix,Chitale,Instant & Frozen Food,Instant Mixes,Gulab Jamun Mix,200g,93
Chitale Nistant Khaman Mix 200G,Chitale Nistant Khaman Mix,Chitale,Instant & Frozen Food,Instant Mixes,Snack Mixes,200g,47
Chocobakes 19G,Chocobakes,Britannia,Sweet Tooth,Chocolates & Bars,Chocolate Bars,19g,10
Chocos,Chocos,Kellogg's,Snacks & Munchies,Biscuits & Cookies,Biscuits,pc,130
Chocos,Chocos,Kellogg's,Snacks & Munchies,Biscuits & Cookies,Biscuits,pc,180
Chorafali,Chorafali,Unknown,Snacks & Munchies,Farsan & Chakli,Chorafali,pc,70
Chorafali Khakhra 200Gm,Chorafali Khakhra,Unknown,Snacks & Munchies,Namkeen & Farsan,Chakali & Murukku,200g,100
Kohinoor 1Klg,Kohinoor 1Klg,Kohinoor,"Atta, Rice & Dal",Dals & Pulses,Dals & Legumes,pc,240
Churi Sounf 100G,Churi Sounf,Unknown,Masala & Dry Fruits,Masalas & Spices,Whole & Ground Spices,100g,50
